Species,Tag,OriginalStemID,TrueStemID,CensusID,DBH,ExactDate,ListOfTSM,growth_form
sp1,4,2,,2,27.9418054385174,1984-09-08,,tree
sp1,4,3,,2,18.616347808195,1984-09-08,,tree
sp1,4,4,,2,0.799113784079293,1984-09-08,,tree
sp1,4,5,,2,14.4191051595005,1984-09-08,,tree
sp1,4,1,,3,14.7385638428367,1989-11-09,,tree
sp1,4,2,,3,40.1978136091453,1989-11-09,,tree
sp1,4,3,,3,28.8114728740155,1989-11-09,,tree
sp1,4,4,,3,4.17094094742192,1989-11-09,,tree
sp1,4,5,,3,22.7768578924581,1989-11-09,,tree
sp1,4,1,,4,19.7549677566377,1994-12-04,,tree
sp1,4,2,,4,41.9154771619537,1994-12-04,,tree
sp1,4,3,,4,36.8721286664519,1994-12-04,,tree
sp1,4,4,,4,7.76783305238072,1994-12-04,,tree
sp1,4,5,,4,28.1927511889302,1994-12-04,,tree
sp1,4,1,,5,24.4850679936528,1999-10-30,,tree
sp1,4,2,,5,47.0094234812752,1999-10-30,,tree
sp1,4,3,,5,36.8721286664519,1999-10-30,,tree
sp1,4,4,,5,12.3342532815247,1999-10-30,,tree
sp1,4,5,,5,33.6196570780854,1999-10-30,,tree
sp1,4,1,,6,35.0976802257501,2004-10-29,,tree
sp1,4,2,,6,50.5947334586807,2004-10-29,,tree
sp1,4,3,,6,43.6166879303779,2004-10-29,,tree
sp1,4,4,,6,17.2191799090629,2004-10-29,,tree
sp1,4,5,,6,,2004-10-29,,tree
sp1,4,1,1,7,39.124446214586,2009-10-24,,tree
sp1,4,2,2,7,54.452687446501,2009-10-24,,tree
sp1,4,3,3,7,50.8916132092287,2009-10-24,,tree
sp1,4,4,4,7,,2009-10-24,,tree
sp1,4,5,5,7,,2009-10-24,,tree
sp1,4,1,1,8,47.0363296345591,2014-08-24,,tree
sp1,4,2,2,8,63.5505501684166,2014-08-24,,tree
sp1,4,3,3,8,56.2984729681555,2014-08-24,,tree
sp1,4,4,4,8,,2014-08-24,,tree
sp1,4,5,5,8,,2014-08-24,,tree
sp1,4,1,1,9,58.8871051979546,2019-07-23,,tree
sp1,4,2,2,9,,2019-07-23,,tree
sp1,4,3,3,9,68.8579512022074,2019-07-23,,tree
sp1,4,4,4,9,,2019-07-23,,tree
sp1,4,5,5,9,,2019-07-23,,tree
sp1,5,1,,1,6.40824509054799,1980-01-01,,tree
sp1,5,2,,1,6.21507048159371,1980-01-01,,tree
sp1,5,1,,2,9.73321768190376,1984-11-01,,tree
sp1,5,2,,2,9.50147569887917,1984-11-01,,tree
sp1,5,1,,3,17.3477472519295,1989-12-16,,tree
sp1,5,2,,3,18.2683669212945,1989-12-16,,tree
sp1,5,1,,4,23.0007170041565,1994-11-19,,tree
sp1,5,2,,4,24.7492778077267,1994-11-19,,tree
sp1,5,1,,5,28.5158554284573,1999-12-24,,tree
sp1,5,2,,5,28.1832990735897,1999-12-24,,tree
sp1,5,1,,6,40.4608044267092,2004-12-18,,tree
sp1,5,2,,6,36.8021593238649,2004-12-18,,tree
sp1,5,1,1,7,45.0476420372749,2009-12-21,,tree
sp1,5,2,2,7,44.3465621148278,2009-12-21,,tree
sp1,5,1,1,8,50.5203017577484,2015-01-10,,tree
sp1,5,2,2,8,49.602239380827,2015-01-10,,tree
sp1,5,1,1,9,57.5192308979012,2019-12-08,,tree
sp1,5,2,2,9,62.7205491859384,2019-12-08,,tree
sp1,6,1,,1,4.8706074314952,1980-01-01,,tree
sp1,6,2,,1,10.9594495766941,1980-01-01,,tree
sp1,6,3,,1,13.0585090322783,1980-01-01,,tree
sp1,6,1,,2,7.43920653396057,1984-12-25,,tree
sp1,6,2,,2,15.5560790299423,1984-12-25,,tree
sp1,6,3,,2,16.9632456904451,1984-12-25,,tree
sp1,6,1,,3,14.1123703369616,1989-12-03,,tree
sp1,6,2,,3,24.8318263727866,1989-12-03,,tree
sp1,6,3,,3,25.917705988931,1989-12-03,,tree
sp1,6,1,,4,19.0469278599411,1994-11-20,,tree
sp1,6,2,,4,31.0617635304183,1994-11-20,,tree
sp1,6,3,,4,29.755092380173,1994-11-20,,tree
sp1,6,1,,5,25.382502683136,2000-01-06,,tree
sp1,6,2,,5,35.1181110082755,2000-01-06,,tree
sp1,6,3,,5,34.0588407154172,2000-01-06,,tree
sp1,6,1,,6,34.6640482083669,2005-01-31,,tree
sp1,6,2,,6,47.9330044388622,2005-01-31,,tree
sp1,6,3,,6,43.9964446074937,2005-01-31,,tree
sp1,6,1,1,7,40.3428469858489,2010-02-04,,tree
sp1,6,2,2,7,57.2409914018824,2010-02-04,,tree
sp1,6,3,3,7,49.7177018081191,2010-02-04,,tree
sp1,6,1,1,8,49.9181951160049,2015-01-26,,tree
sp1,6,2,2,8,65.9169929722702,2015-01-26,,tree
sp1,6,3,3,8,56.0145846289356,2015-01-26,,tree
sp1,6,1,1,9,60.829699133354,2020-02-07,,tree
sp1,6,2,2,9,79.2020214717104,2020-02-07,,tree
sp1,6,3,3,9,69.369781302457,2020-02-07,,tree
sp1,7,1,,1,3.34172921202459,1980-01-01,,tree
sp1,7,2,,1,21.4478174185367,1980-01-01,,tree
sp1,7,3,,1,,1980-01-01,,tree
sp1,7,4,,1,5.00412188196485,1980-01-01,,tree
sp1,7,5,,1,,1980-01-01,,tree
sp1,7,1,,2,7.29646146979859,1985-02-07,,tree
sp1,7,2,,2,25.1960523022675,1985-02-07,,tree
sp1,7,3,,2,,1985-02-07,,tree
sp1,7,4,,2,9.12343020172261,1985-02-07,,tree
sp1,7,5,,2,0.684099080544639,1985-02-07,,tree
sp1,7,1,,3,14.4271150005804,1990-02-06,,tree
sp1,7,2,,3,34.0050170918211,1990-02-06,,tree
sp1,7,3,,3,,1990-02-06,,tree
sp1,7,4,,3,,1990-02-06,,tree
sp1,7,5,,3,4.14792763216517,1990-02-06,,tree
sp1,7,1,,4,21.2140473821209,1995-05-08,,tree
sp1,7,2,,4,40.5071204241499,1995-05-08,,tree
sp1,7,3,,4,0.945824789496649,1995-05-08,,tree
sp1,7,4,,4,,1995-05-08,,tree
sp1,7,5,,4,8.359768591008,1995-05-08,,tree
sp1,7,1,,5,27.0271497069647,2000-04-29,,tree
sp1,7,2,,5,46.064436486225,2000-04-29,,tree
sp1,7,3,,5,3.06062695956416,2000-04-29,,tree
sp1,7,4,,5,,2000-04-29,,tree
sp1,7,5,,5,11.6380788320208,2000-04-29,,tree
sp1,7,1,,6,34.7149078956764,2005-06-01,,tree
sp1,7,2,,6,59.2520622761788,2005-06-01,,tree
sp1,7,3,,6,8.7215529806724,2005-06-01,,tree
sp1,7,4,,6,,2005-06-01,,tree
sp1,7,5,,6,19.8509030148272,2005-06-01,,tree
sp1,7,1,1,7,37.1595683300531,2010-03-11,,tree
sp1,7,2,2,7,62.5793493487772,2010-03-11,,tree
sp1,7,3,3,7,13.4252855538209,2010-03-11,,tree
sp1,7,4,4,7,,2010-03-11,,tree
sp1,7,5,5,7,25.8835812082148,2010-03-11,,tree
sp1,7,1,1,8,41.5594692834303,2015-01-30,,tree
sp1,7,2,2,8,69.4321372809456,2015-01-30,,tree
sp1,7,3,3,8,18.8879871156352,2015-01-30,,tree
sp1,7,4,4,8,,2015-01-30,,tree
sp1,7,5,5,8,,2015-01-30,,tree
sp1,7,1,1,9,50.862992047704,2020-01-31,,tree
sp1,7,2,2,9,84.3860231263031,2020-01-31,,tree
sp1,7,3,3,9,27.3676730627151,2020-01-31,,tree
sp1,7,4,4,9,,2020-01-31,,tree
sp1,7,5,5,9,,2020-01-31,,tree
sp1,8,1,,1,12.9113134381403,1980-01-01,,tree
sp1,8,2,,1,9.34787934472869,1980-01-01,,tree
sp1,8,3,,1,9.6391501387698,1980-01-01,,tree
sp1,8,1,,2,16.9218456902416,1985-01-05,,tree
sp1,8,2,,2,13.5363753007801,1985-01-05,,tree
sp1,8,3,,2,13.2227086187878,1985-01-05,,tree
sp1,8,1,,3,,1990-01-10,,tree
sp1,8,2,,3,21.2056358716274,1990-01-10,,tree
sp1,8,3,,3,20.7122840895691,1990-01-10,,tree
sp1,8,1,,4,,1995-02-25,,tree
sp1,8,2,,4,25.6636436363653,1995-02-25,,tree
sp1,8,3,,4,27.3123688708343,1995-02-25,,tree
sp1,8,1,,5,,2000-02-06,,tree
sp1,8,2,,5,32.8032730219344,2000-02-06,,tree
sp1,8,3,,5,,2000-02-06,,tree
sp1,8,1,,6,,2005-02-19,,tree
sp1,8,2,,6,43.4674494725463,2005-02-19,,tree
sp1,8,3,,6,,2005-02-19,,tree
sp1,8,1,1,7,,2010-01-03,,tree
sp1,8,2,2,7,49.8299416365183,2010-01-03,,tree
sp1,8,3,3,7,,2010-01-03,,tree
sp1,8,1,1,8,,2014-12-29,,tree
sp1,8,2,2,8,57.5565620446921,2014-12-29,,tree
sp1,8,3,3,8,,2014-12-29,,tree
sp1,8,1,1,9,,2019-10-29,,tree
sp1,8,2,2,9,71.011106342152,2019-10-29,,tree
sp1,8,3,3,9,,2019-10-29,,tree
sp1,9,1,,1,7.92914621295434,1980-01-01,,tree
sp1,9,2,,1,,1980-01-01,,tree
sp1,9,3,,1,9.27777758704706,1980-01-01,,tree
sp1,9,1,,2,11.0243114082148,1984-12-25,,tree
sp1,9,2,,2,,1984-12-25,,tree
sp1,9,3,,2,12.4155962421404,1984-12-25,,tree
sp1,9,1,,3,17.9865743749421,1990-01-11,,tree
sp1,9,2,,3,,1990-01-11,,tree
sp1,9,3,,3,21.6317475601309,1990-01-11,,tree
sp1,9,1,,4,26.6593101294591,1995-02-13,,tree
sp1,9,2,,4,,1995-02-13,,tree
sp1,9,3,,4,25.8329001743271,1995-02-13,,tree
sp1,9,1,,5,33.0895221277093,2000-02-12,,tree
sp1,9,2,,5,,2000-02-12,,tree
sp1,9,3,,5,29.8432879081441,2000-02-12,,tree
sp1,9,1,,6,43.342397773343,2005-01-31,,tree
sp1,9,2,,6,0.807912745037319,2005-01-31,,tree
sp1,9,3,,6,37.0260294004416,2005-01-31,,tree
sp1,9,1,1,7,49.0857381281233,2009-11-08,,tree
sp1,9,2,2,7,2.41173534442253,2009-11-08,,tree
sp1,9,3,3,7,43.1394912258299,2009-11-08,,tree
sp1,9,1,1,8,55.675308224816,2014-10-31,,tree
sp1,9,2,2,8,5.22334818723685,2014-10-31,,tree
sp1,9,3,3,8,50.6334601751621,2014-10-31,,tree
sp1,9,1,1,9,67.7846299770974,2019-10-03,,tree
sp1,9,2,2,9,12.2249187484715,2019-10-03,,tree
sp1,9,3,3,9,58.2802545184708,2019-10-03,,tree
sp1,10,1,,1,3.29354277867716,1980-01-01,,tree
sp1,10,2,,1,7.95099179777898,1980-01-01,,tree
sp1,10,3,,1,21.9926534085618,1980-01-01,,tree
sp1,10,1,,2,5.28459951936298,1984-12-14,,tree
sp1,10,2,,2,12.7878981550553,1984-12-14,,tree
sp1,10,3,,2,28.8301139870804,1984-12-14,,tree
sp1,10,1,,3,10.3394765659614,1989-12-13,,tree
sp1,10,2,,3,21.8555765102022,1989-12-13,,tree
sp1,10,3,,3,34.9618941661852,1989-12-13,,tree
sp1,10,1,,4,15.0711148797875,1994-11-25,,tree
sp1,10,2,,4,26.6360052957308,1994-11-25,,tree
sp1,10,3,,4,,1994-11-25,,tree
sp1,10,1,,5,19.5450936331484,2000-01-16,,tree
sp1,10,2,,5,30.2687315973819,2000-01-16,,tree
sp1,10,3,,5,,2000-01-16,,tree
sp1,10,1,,6,25.143143497749,2004-12-09,,tree
sp1,10,2,,6,38.4923865280134,2004-12-09,,tree
sp1,10,3,,6,,2004-12-09,,tree
sp1,10,1,1,7,30.5484178417523,2009-12-16,,tree
sp1,10,2,2,7,41.1246960374901,2009-12-16,,tree
sp1,10,3,3,7,,2009-12-16,,tree
sp1,10,1,1,8,36.251181918132,2015-01-11,,tree
sp1,10,2,2,8,44.3808875369546,2015-01-11,,tree
sp1,10,3,3,8,,2015-01-11,,tree
sp1,10,1,1,9,45.9571641768611,2020-01-12,,tree
sp1,10,2,2,9,50.3646856072452,2020-01-12,,tree
sp1,10,3,3,9,,2020-01-12,,tree
sp2,11,1,,1,8.63967870031078,1980-01-01,,tree
sp2,11,2,,1,,1980-01-01,,tree
sp2,11,3,,1,,1980-01-01,,tree
sp2,11,4,,1,40.0598513863198,1980-01-01,,tree
sp2,11,5,,1,21.8622947606904,1980-01-01,,tree
sp2,11,6,,1,14.5956868300171,1980-01-01,,tree
sp2,11,1,,2,16.3972876824508,1985-03-18,,tree
sp2,11,2,,2,0.735043093518295,1985-03-18,,tree
sp2,11,3,,2,0.60720382881204,1985-03-18,,tree
sp2,11,4,,2,41.4333645136836,1985-03-18,,tree
sp2,11,5,,2,30.3698561296652,1985-03-18,,tree
sp2,11,6,,2,20.1073516841543,1985-03-18,,tree
sp2,11,1,,3,20.802903858435,1990-01-29,,tree
sp2,11,2,,3,2.39936804112311,1990-01-29,,tree
sp2,11,3,,3,2.45614292618024,1990-01-29,,tree
sp2,11,4,,3,47.6929905982634,1990-01-29,,tree
sp2,11,5,,3,34.2283143937122,1990-01-29,,tree
sp2,11,6,,3,28.4180703845694,1990-01-29,,tree
sp2,11,1,,4,23.520241619974,1994-12-23,,tree
sp2,11,2,,4,5.24686300672238,1994-12-23,,tree
sp2,11,3,,4,5.48599239441878,1994-12-23,,tree
sp2,11,4,,4,57.7284110009167,1994-12-23,,tree
sp2,11,5,,4,,1994-12-23,,tree
sp2,11,6,,4,32.3695783153109,1994-12-23,,tree
sp2,11,1,,5,29.2894766065592,2000-01-16,,tree
sp2,11,2,,5,10.0020771546501,2000-01-16,,tree
sp2,11,3,,5,10.4431714731393,2000-01-16,,tree
sp2,11,4,,5,73.4295527586944,2000-01-16,,tree
sp2,11,5,,5,,2000-01-16,,tree
sp2,11,6,,5,40.1055667917066,2000-01-16,,tree
sp2,11,1,,6,36.3130124456552,2004-12-04,,tree
sp2,11,2,,6,14.3609051585543,2004-12-04,,tree
sp2,11,3,,6,18.4029569931739,2004-12-04,,tree
sp2,11,4,,6,73.4295527586944,2004-12-04,,tree
sp2,11,5,,6,,2004-12-04,,tree
sp2,11,6,,6,44.1097118334371,2004-12-04,,tree
sp2,11,1,1,7,,2009-09-03,,tree
sp2,11,2,2,7,18.9358063489459,2009-09-03,,tree
sp2,11,3,3,7,25.8914910608487,2009-09-03,,tree
sp2,11,4,4,7,80.3682574882728,2009-09-03,,tree
sp2,11,5,5,7,,2009-09-03,,tree
sp2,11,6,6,7,50.0695951895776,2009-09-03,,tree
sp2,11,1,1,8,,2014-08-02,,tree
sp2,11,2,2,8,26.2118186284195,2014-08-02,,tree
sp2,11,3,3,8,33.3171192662001,2014-08-02,,tree
sp2,11,4,4,8,89.5816922462197,2014-08-02,,tree
sp2,11,5,5,8,,2014-08-02,,tree
sp2,11,6,6,8,,2014-08-02,,tree
sp2,11,1,1,9,,2019-08-10,,tree
sp2,11,2,2,9,32.913241860832,2019-08-10,,tree
sp2,11,3,3,9,42.0588954408295,2019-08-10,,tree
sp2,11,4,4,9,106.674208727774,2019-08-10,,tree
sp2,11,5,5,9,,2019-08-10,,tree
sp2,11,6,6,9,,2019-08-10,,tree
sp2,12,1,,1,10.8924372061619,1980-01-01,,tree
sp2,12,2,,1,,1980-01-01,,tree
sp2,12,3,,1,,1980-01-01,,tree
sp2,12,4,,1,16.1564824442262,1980-01-01,,tree
sp2,12,1,,2,17.4008395038545,1985-01-06,,tree
sp2,12,2,,2,,1985-01-06,,tree
sp2,12,3,,2,,1985-01-06,,tree
sp2,12,4,,2,20.0750882717572,1985-01-06,,tree
sp2,12,1,,3,27.5671063497207,1990-04-02,,tree
sp2,12,2,,3,,1990-04-02,,tree
sp2,12,3,,3,,1990-04-02,,tree
sp2,12,4,,3,26.1003990825245,1990-04-02,,tree
sp2,12,1,,4,36.594123209286,1995-01-16,,tree
sp2,12,2,,4,,1995-01-16,,tree
sp2,12,3,,4,,1995-01-16,,tree
sp2,12,4,,4,34.259771603734,1995-01-16,,tree
sp2,12,1,,5,45.6616666854919,1999-11-17,,tree
sp2,12,2,,5,0.600457721957945,1999-11-17,,tree
sp2,12,3,,5,0.960108146617771,1999-11-17,,tree
sp2,12,4,,5,40.7452537149948,1999-11-17,,tree
sp2,12,1,,6,52.8900381628903,2004-12-07,,tree
sp2,12,2,,6,2.47868811414532,2004-12-07,,tree
sp2,12,3,,6,3.22947939934785,2004-12-07,,tree
sp2,12,4,,6,46.6845798333668,2004-12-07,,tree
sp2,12,1,1,7,58.0444922562851,2009-12-07,,tree
sp2,12,2,2,7,7.64928519950381,2009-12-07,,tree
sp2,12,3,3,7,7.209192314721,2009-12-07,,tree
sp2,12,4,4,7,54.5704373345477,2009-12-07,,tree
sp2,12,1,1,8,61.7113083590723,2014-12-17,,tree
sp2,12,2,2,8,11.6906807712417,2014-12-17,,tree
sp2,12,3,3,8,13.2918173347669,2014-12-17,,tree
sp2,12,4,4,8,61.817680565584,2014-12-17,,tree
sp2,12,1,1,9,70.5340066938492,2019-11-16,,tree
sp2,12,2,2,9,15.448846730925,2019-11-16,,tree
sp2,12,3,3,9,19.641183068151,2019-11-16,,tree
sp2,12,4,4,9,64.9795688125803,2019-11-16,,tree
sp2,13,1,,1,16.7649761422443,1980-01-01,,tree
sp2,13,2,,1,20.8602081084559,1980-01-01,,tree
sp2,13,1,,2,24.2104211245691,1985-01-13,,tree
sp2,13,2,,2,29.1374563730263,1985-01-13,,tree
sp2,13,1,,3,,1990-02-06,,tree
sp2,13,2,,3,36.4110484518732,1990-02-06,,tree
sp2,13,1,,4,,1995-03-02,,tree
sp2,13,2,,4,45.5179707658775,1995-03-02,,tree
sp2,13,1,,5,,2000-01-18,,tree
sp2,13,2,,5,54.3681715804367,2000-01-18,,tree
sp2,13,1,,6,,2005-02-02,,tree
sp2,13,2,,6,62.5330928137592,2005-02-02,,tree
sp2,13,1,1,7,,2010-01-12,,tree
sp2,13,2,2,7,73.8143001638925,2010-01-12,,tree
sp2,13,1,1,8,,2015-02-06,,tree
sp2,13,2,2,8,76.4983882410789,2015-02-06,,tree
sp2,13,1,1,9,,2020-01-31,,tree
sp2,13,2,2,9,88.2665759588705,2020-01-31,,tree
sp2,14,1,,1,6.04730626908306,1980-01-01,,tree
sp2,14,2,,1,4.22496194658711,1980-01-01,,tree
sp2,14,3,,1,11.374674327598,1980-01-01,,tree
sp2,14,4,,1,,1980-01-01,,tree
sp2,14,1,,2,13.0779676091159,1985-02-12,,tree
sp2,14,2,,2,10.1509525017205,1985-02-12,,tree
sp2,14,3,,2,18.9005391893406,1985-02-12,,tree
sp2,14,4,,2,,1985-02-12,,tree
sp2,14,1,,3,18.6412805527181,1990-02-04,,tree
sp2,14,2,,3,17.1353854457536,1990-02-04,,tree
sp2,14,3,,3,26.3787734915994,1990-02-04,,tree
sp2,14,4,,3,,1990-02-04,,tree
sp2,14,1,,4,25.0585244724218,1995-02-11,,tree
sp2,14,2,,4,25.3985587094694,1995-02-11,,tree
sp2,14,3,,4,34.2442098647956,1995-02-11,,tree
sp2,14,4,,4,0.72059589866703,1995-02-11,,tree
sp2,14,1,,5,32.0103292381838,1999-12-23,,tree
sp2,14,2,,5,32.8918442680244,1999-12-23,,tree
sp2,14,3,,5,41.1462137064232,1999-12-23,,tree
sp2,14,4,,5,2.54776910263333,1999-12-23,,tree
sp2,14,1,,6,42.0587804636424,2005-01-10,,tree
sp2,14,2,,6,36.3081256700216,2005-01-10,,tree
sp2,14,3,,6,47.2901804126808,2005-01-10,,tree
sp2,14,4,,6,5.27021553828766,2005-01-10,,tree
sp2,14,1,1,7,57.1873475271842,2009-11-10,,tree
sp2,14,2,2,7,47.7119241706931,2009-11-10,,tree
sp2,14,3,3,7,50.6605742956398,2009-11-10,,tree
sp2,14,4,4,7,7.35982229677192,2009-11-10,,tree
