Species,Tag,OriginalStemID,TrueStemID,CensusID,BirthCensus,DeathCensus,DBH_true,DBH,AnnualGrowth,YearFactor,ObsSD
sp1,2,4,,5,4,9,2.10455848739697,2.11009558149737,0.907913860866934,1.7,0.103448262621861
sp1,2,4,,6,4,9,6.64412779173164,6.74481447156069,0.638580265896174,1,0.131593592308736
sp1,2,4,4,7,4,9,9.83702912121251,9.8823240988163,0.721799999515574,1,0.151389580551518
sp1,2,4,4,8,4,9,13.4460291187904,13.3387088832768,1.58354896057584,1.7,0.1737653805365
sp1,2,4,4,9,4,9,21.3637739216696,21.4869655586193,,1,0.222855398314351
sp1,2,5,,1,1,8,17.5413433138261,17.4252795880071,0.765031913795874,1,0.199156328545722
sp1,2,5,,2,1,8,21.3665028828054,21.7397074818851,1.4797699089918,1.7,0.222872317873394
sp1,2,5,,3,1,8,28.7653524277644,29.019175795759,0.850972360911128,1,0.26874518505214
sp1,2,5,,4,1,8,33.0202142323201,33.4327452134924,1.14081690769602,1,0.295125328240384
sp1,2,5,,5,1,8,38.7242987708002,38.9578150623224,1.16259459838484,1.7,0.330490652378961
sp1,2,5,,6,1,8,44.5372717627244,44.2915106827917,0.277269945678281,1,0.366531084928891
sp1,2,5,5,7,1,8,45.9236214911158,45.5672970223094,0.290804175985553,1,0.375126453244918
sp1,2,5,5,8,1,8,47.3776423710436,48.0310086031926,1.5588489483303,1.7,0.38414138270047
sp1,2,5,,9,1,8,,,,1,
sp1,3,1,,1,1,9,6.68914541511358,6.58850472987346,0.788670194819864,1,0.131872701573704
sp1,3,1,,2,1,9,10.6324963892129,10.6193743756301,1.21696691692756,1.7,0.15632147761312
sp1,3,1,,3,1,9,16.7173309738507,16.5671653425925,0.96409855237524,1,0.194047452037874
sp1,3,1,,4,1,9,21.5378237357269,21.4012247254849,0.804610821647199,1,0.223934507161507
sp1,3,1,,5,1,9,25.5608778439629,25.1799942887005,1.63573055189622,1.7,0.24887744263257
sp1,3,1,,6,1,9,33.7395306034439,30.6135499322253,0.950571537546404,1,4.64
sp1,3,1,1,7,1,9,38.492388291176,38.1816993231971,0.834920182237729,1,0.329052807405291
sp1,3,1,1,8,1,9,42.6669892023646,38.6727350114644,1.52011023935087,1.7,4.64
sp1,3,1,1,9,1,9,50.267540399119,51.0683070628282,,1,0.402058750474538
sp1,3,2,,1,1,9,13.5502522054911,13.6539265446265,1.02769678402854,1,0.174411563674045
sp1,3,2,,2,1,9,18.6887361256338,18.6907069471468,1.3846559027163,1.7,0.206270163978929
sp1,3,2,,3,1,9,25.6120156392153,25.9151803986312,1.01514966425242,1,0.249194496963135
sp1,3,2,,4,1,9,30.6877639604774,31.1727954433196,0.957667497872602,1,0.28066413655496
sp1,3,2,,5,1,9,35.4761014498404,35.6339905526832,1.7168880102652,1.7,0.31035182898901
sp1,3,2,,6,1,9,44.0605415011663,41.9947789407078,1.36805414323317,1,4.64
sp1,3,2,2,7,1,9,50.9008122173322,51.5614285314376,1.97327189723926,1,0.405985035747459
sp1,3,2,2,8,1,9,60.7671717035285,60.7142873486353,3.53460267015141,1.7,0.467156464561877
sp1,3,2,2,9,1,9,78.4401850542855,78.0114571379055,,1,0.57672914733657
sp1,4,1,,1,1,9,6.57347456055344,6.56142937710683,0.427582499075912,1,0.131155542275431
sp1,4,1,,2,1,9,8.711387055933,8.58403984903493,1.16814949773168,1.7,0.144410599746785
sp1,4,1,,3,1,9,14.5521345445914,14.7548416389498,0.750203437883941,1,0.180623234176467
sp1,4,1,,4,1,9,18.3031517340111,18.2247986663607,1.0613188466987,1,0.203879540750869
sp1,4,1,,5,1,9,23.6097459675046,23.6450899051779,1.79228072720027,1.7,0.236780424998529
sp1,4,1,,6,1,9,32.5711496035059,32.8490459291372,0.853812725925451,1,0.292341127541737
sp1,4,1,1,7,1,9,36.8402132331332,36.4230740710755,0.758753381129016,1,0.318809322045426
sp1,4,1,1,8,1,9,40.6339801387783,40.297278020556,1.76958238816622,1.7,0.342330676860425
sp1,4,1,1,9,1,9,49.4818920796094,49.7595855102624,,1,0.397187730893578
sp1,4,2,,1,8,9,,,,1,
sp1,4,2,,2,8,9,,,,1.7,
sp1,4,2,,3,8,9,,,,1,
sp1,4,2,,4,8,9,,,,1,
sp1,4,2,,5,8,9,,,,1.7,
sp1,4,2,,6,8,9,,,,1,
sp1,4,2,,7,8,9,,,,1,
sp1,4,2,,8,8,9,0.956647024927636,,0.694467735707964,1.7,
sp1,4,2,2,9,8,9,4.42898570346746,4.23112620609831,,1,0.117859711361498
sp1,5,1,,1,1,9,10.250172028249,9.94867862718794,1.28016965549899,1,0.153951066575144
sp1,5,1,,2,1,9,16.651020305744,16.8151487511138,1.57806280274391,1.7,0.193636325895613
sp1,5,1,,3,1,9,24.5413343194635,24.5970731464733,0.913124765844774,1,0.242556272780674
sp1,5,1,,4,1,9,29.1069581486874,29.1001419321341,0.862191666120363,1,0.270863140521862
sp1,5,1,,5,1,9,33.4179164792892,33.3777316804734,1.65665281950854,1.7,0.297591082171593
sp1,5,1,,6,1,9,41.7011805768319,41.5951596978618,0.990341077012309,1,0.348947319576358
sp1,5,1,1,7,1,9,46.6528859618934,46.3157662039919,1.43643800345533,1,0.379647892963739
sp1,5,1,1,8,1,9,53.8350759791701,55.3879659334355,1.99614720327635,1.7,4.64
sp1,5,1,1,9,1,9,63.8158119955519,64.6588980348811,,1,0.486058034372421
sp1,5,2,,1,1,9,2.5298915748245,2.62029778865079,0.748952105452955,1,0.106085327763912
sp1,5,2,,2,1,9,6.27465210208928,6.39803221605886,1.50685900093188,1.7,0.129302843032954
sp1,5,2,,3,1,9,13.8089471067487,13.4679767520664,0.946485013093197,1,0.176015472061842
sp1,5,2,,4,1,9,18.5413721722147,18.2858725980203,0.28883415459215,1,0.205356507467731
sp1,5,2,,5,1,9,19.9855429451754,19.5941269042701,2.17228442674976,1.7,0.214310366260087
sp1,5,2,,6,1,9,30.8469650789242,31.2639894974008,0.888814099370752,1,0.28165118348933
sp1,5,2,2,7,1,9,35.291035575778,35.5567738077455,1.01594070999155,1,0.309204420569823
sp1,5,2,2,8,1,9,40.3707391257357,40.24790596948,1.85180920173243,1.7,0.340698582579561
sp1,5,2,2,9,1,9,49.6297851343979,49.8015313628135,,1,0.398104667833267
sp1,5,3,,1,1,9,10.9233110662927,10.7612451058247,1.30668363654321,1,0.158124528611015
sp1,5,3,,2,1,9,17.4567292490087,17.3358121050631,1.68378225604988,1.7,0.198631721343854
sp1,5,3,,3,1,9,25.8756405292581,25.7096654030194,1.08335172221468,1,0.2508289712814
sp1,5,3,,4,1,9,31.2923991403315,31.4196080856102,1.49049375821631,1,0.284412874670055
sp1,5,3,,5,1,9,38.7448679314131,39.3886873698622,1.6740822225445,1.7,0.330618181174761
sp1,5,3,,6,1,9,47.1152790441356,46.654035812035,1.01536604585186,1,0.38251473007364
sp1,5,3,3,7,1,9,52.1921092733949,52.9589900490487,1.0475525720917,1,0.413991077495048
sp1,5,3,3,8,1,9,57.4298721338533,57.9635064145642,2.03689232979484,1.7,0.446465207229891
sp1,5,3,3,9,1,9,67.6143337828276,66.4144576408646,,1,0.509608869453531
sp1,5,4,,1,1,9,14.5917522658086,14.6951933364236,0.659886434683815,1,0.180868864048013
sp1,5,4,,2,1,9,17.8911844392276,16.5989089834682,1.67195706775278,1.7,4.64
sp1,5,4,,3,1,9,26.2509697779915,26.23402812702,1.22967394227641,1,0.253156012623547
sp1,5,4,,4,1,9,32.3993394893736,32.2011448220473,1.10575143889759,1,0.291275904834116
sp1,5,4,,5,1,9,37.9280966838615,38.228812922828,1.8161187137138,1.7,0.325554199439941
sp1,5,4,,6,1,9,47.0086902524305,46.9020300142089,1.70003448103984,1,0.381853879565069
sp1,5,4,4,7,1,9,55.5088626576298,55.4616482279937,1.88185691955067,1,0.434554948477304
sp1,5,4,4,8,1,9,64.9181472553831,65.7979789199563,1.42602462485824,1.7,0.492892512983375
sp1,5,4,4,9,1,9,72.0482703796743,71.8637735792404,,1,0.537099276353981
sp1,5,5,,1,1,9,2.0437930773261,2.04298917064234,0.496575122304034,1,0.103071517079422
sp1,5,5,,2,1,9,4.52666868884627,4.54558973228063,1.17663616969948,1.7,0.118465345870847
sp1,5,5,,3,1,9,10.4098495373436,16.9327688035672,1.03419456302871,1,4.64
sp1,5,5,,4,1,9,15.5808223524872,15.7338410620464,1.0739794628082,1,0.18700109858542
sp1,5,5,,5,1,9,20.9507196665282,20.8531957431549,1.83110748506701,1.7,0.220294461932475
sp1,5,5,,6,1,9,30.1062570918633,30.0308919202952,1.4369026156548,1,0.277058793969552
sp1,5,5,5,7,1,9,37.2907701701373,37.3391930164702,1.02360735367046,1,0.321602775054851
sp1,5,5,5,8,1,9,42.4088069384896,41.4936981724372,2.1152292070056,1.7,0.353334603018635
sp1,5,5,5,9,1,9,52.9849529735176,52.9371235251439,,1,0.418906708435809
sp1,6,1,,1,1,9,15.7677135246104,15.695304662786,0.586530261052727,1,0.188159823852584
sp1,6,1,,2,1,9,18.700364829874,18.5911978297162,1.26448284132128,1.7,0.206342261945219
sp1,6,1,,3,1,9,25.0227790364804,25.4175596796534,1.37330011912455,1,0.245541230026179
sp1,6,1,,4,1,9,31.8892796321032,31.7547104247729,1.25636775995282,1,0.28811353371904
sp1,6,1,,5,1,9,38.1711184318673,38.5583814305598,1.45045118932139,1.7,0.327060934277577
sp1,6,1,,6,1,9,45.4233743784743,45.3279993765002,0.958067447146755,1,0.372024921146541
sp1,6,1,1,7,1,9,50.2137116142081,51.2521274729291,2.59941875176268,1,0.40172501200809
sp1,6,1,1,8,1,9,63.2108053730215,63.1007512738929,3.07283094478843,1.7,0.482306993312733
sp1,6,1,1,9,1,9,78.5749600969636,77.9880111587471,,1,0.577564752601174
sp1,6,2,,1,1,9,49.4383094034164,49.5658354194255,1.94969486884639,1,0.396917518301182
sp1,6,2,,2,1,9,59.1867837476483,59.1422822395949,2.57424358715521,1.7,0.45735805923542
sp1,6,2,,3,1,9,72.0580016834244,72.135164294803,1.18260045309821,1,0.537159610437231
sp1,6,2,,4,1,9,77.9710039489154,78.5061863598871,1.70177284471854,1,0.573820224483276
sp1,6,2,,5,1,9,86.4798681725081,86.4782853606023,1.74482957501752,1.7,0.62657518266955
sp1,6,2,,6,1,9,95.2040160475957,96.2667522455021,0.877391695547791,1,0.680664899495093
sp1,6,2,2,7,1,9,99.5909745253346,98.4267814299872,1.06759940698578,1,0.707864042057075
sp1,6,2,2,8,1,9,104.928971560264,105.372094613537,0.989918723369149,1.7,0.740959623673634
sp1,6,2,2,9,1,9,109.878565177109,110.595744123093,,1,0.771647104098078
sp1,7,1,,1,7,9,,,,1,
sp1,7,1,,2,7,9,,,,1.7,
sp1,7,1,,3,7,9,,,,1,
sp1,7,1,,4,7,9,,,,1,
sp1,7,1,,5,7,9,,,,1.7,
sp1,7,1,,6,7,9,,,,1,
sp1,7,1,,7,7,9,0.967823989579797,,0.303022919804046,1,
sp1,7,1,1,8,7,9,2.48293858860003,2.5274963735718,1.10426149850388,1.7,0.10579421924932
sp1,7,1,1,9,7,9,8.00424608111943,8.16949265329112,,1,0.140026325702941
sp1,7,2,,1,1,9,24.5631325155851,24.5541475203764,0.696159649127786,1,0.242691421596627
sp1,7,2,,2,1,9,28.043930761224,28.7041603923103,1.55552515172333,1.7,0.264272370719589
sp1,7,2,,3,1,9,35.8215565198406,35.7473173021094,0.322103201766697,1,0.312493650423012
sp1,7,2,,4,1,9,37.4320725286741,37.7230997490859,0.918114715922924,1,0.32247884967778
sp1,7,2,,5,1,9,42.0226461082887,41.2347758546207,2.55680616061631,1.7,0.35094040587139
sp1,7,2,,6,1,9,54.8066769113703,54.3296615207324,0.555212009311434,1,0.430201396850496
sp1,7,2,2,7,1,9,57.5827369579275,57.5870115568389,0.169603260462508,1,0.44741296913915
sp1,7,2,2,8,1,9,58.43075326024,58.1215472470126,1.09968573178741,1.7,0.452670670213488
sp1,7,2,2,9,1,9,63.9291819191771,64.004906739256,,1,0.486760927898898
sp1,8,1,,1,2,9,,,,1,
sp1,8,1,,2,2,9,0.481662063708913,,0.492725826981148,1.7,
sp1,8,1,,3,2,9,2.94529119861465,3.05829133103956,0.719594910979679,1,0.108660805431411
sp1,8,1,,4,2,9,6.54326575351304,6.75053822765395,0.894024511722261,1,0.130968247671781
sp1,8,1,,5,2,9,11.0133883121243,10.8444935818345,1.4416376051542,1.7,0.158683007535171
sp1,8,1,,6,2,9,18.2215763378953,17.8931693179918,0.97732795371088,1,0.203373773294951
sp1,8,1,1,7,2,9,23.1082161064498,23.3469208264913,0.639511608426403,1,0.233670939859988
sp1,8,1,1,8,2,9,26.3057741485818,26.3729537629509,2.02228994691584,1.7,0.253495799721207
sp1,8,1,1,9,2,9,36.4172238831609,36.550573299494,,1,0.316186788075598
sp1,8,2,,1,6,9,,,,1,
sp1,8,2,,2,6,9,,,,1.7,
sp1,8,2,,3,6,9,,,,1,
sp1,8,2,,4,6,9,,,,1,
sp1,8,2,,5,6,9,,,,1.7,
sp1,8,2,,6,6,9,0.970887023559171,,0.508472805318576,1,
sp1,8,2,2,7,6,9,3.51325105015205,3.70838095137956,0.735021438343281,1,0.112182156510943
sp1,8,2,2,8,6,9,7.18835824186845,6.91829824646783,1.35638688160226,1.7,0.134967821099584
sp1,8,2,2,9,6,9,13.9702926498797,14.0203497563213,,1,0.177015814429254
sp1,8,3,,1,1,9,20.2511247507594,19.8090226763676,0.707653334278049,1,0.215956973454708
sp1,8,3,,2,1,9,23.7893914221496,23.5975762870542,1.8680028624624,1.7,0.237894226817328
sp1,8,3,,3,1,9,33.1294057344616,33.0561905782099,1.5105607182696,1,0.295802315553662
sp1,8,3,,4,1,9,40.6822093258096,40.8416474258587,0.602366256629892,1,0.34262969782002
sp1,8,3,,5,1,9,43.6940406089591,43.4537878605471,2.11716122208503,1.7,0.361303051775546
sp1,8,3,,6,1,9,54.2798467193842,53.9221448971455,1.00476961727081,1,0.426935049660182
sp1,8,3,3,7,1,9,59.3036948057383,58.8209462965697,1.29188665793157,1,0.458082907795577
sp1,8,3,3,8,1,9,65.7631280953961,66.2977817985286,3.00481598490209,1.7,0.498131394191456
sp1,8,3,3,9,1,9,80.7872080199066,81.3479258987635,,1,0.591280689723421
sp1,9,1,,1,1,6,5.72124162803948,5.64499901211581,0.96696707912951,1,0.125871698093845
sp1,9,1,,2,1,6,10.556077023687,10.5590340880188,1.89161255040198,1.7,0.15584767754686
sp1,9,1,,3,1,6,20.0141397756969,20.2680926490765,0.951160137137785,1,0.214487666609321
sp1,9,1,,4,1,6,24.7699404613858,24.7859096373174,0.64379365872046,1,0.243973630860592
sp1,9,1,,5,1,6,27.9889087549881,28.1096532385253,1.39866395100453,1.7,0.263931234280927
sp1,9,1,,6,1,6,34.9822285100108,34.8391205158905,0.706120795127278,1,0.307289816762067
sp1,9,1,,7,1,6,,,,1,
sp1,9,1,,8,1,6,,,,1.7,
sp1,9,1,,9,1,6,,,,1,
sp1,9,2,,1,1,9,15.0993218327783,14.917206389289,0.528899912548189,1,0.184015795363225
sp1,9,2,,2,1,9,17.7438213955192,18.1866957922221,1.78023550902364,1.7,0.200411692652219
sp1,9,2,,3,1,9,26.6449989406374,26.8417048160334,1.35025262710061,1,0.255598993431952
sp1,9,2,,4,1,9,33.3962620761405,33.5754040767516,0.191267564618067,1,0.297456824872071
sp1,9,2,,5,1,9,34.3525998992308,33.7927469493915,1.67401546092566,1.7,0.303386119375231
sp1,9,2,,6,1,9,42.7226772038592,42.1734106350026,1.83084314419009,1,0.355280598663927
sp1,9,2,2,7,1,9,51.8768929248096,51.5785810168622,2.32486904206959,1,0.41203673613382
sp1,9,2,2,8,1,9,63.5012381351576,64.1786391943163,0.491558258975049,1.7,0.484107676437977
sp1,9,2,2,9,1,9,65.9590294300329,66.8391138320331,,1,0.499345982466204
sp1,9,3,,1,1,9,4.93796798750339,5.1625361620388,0.727662506675611,1,0.121015401522521
sp1,9,3,,2,1,9,8.57628052088144,8.43964585973751,1.61899405800402,1.7,0.143572939229465
sp1,9,3,,3,1,9,16.6712508109016,16.542904433615,1.14556091950698,1,0.19376175502759
sp1,9,3,,4,1,9,22.3990554084365,22.1490479566542,0.707317638732971,1,0.229274143532306
sp1,9,3,,5,1,9,25.9356436021013,26.0386738927403,2.24354070639926,1.7,0.251200990333028
sp1,9,3,,6,1,9,37.1533471340976,37.2862961556566,0.7057565785535,1,0.320750752231405
sp1,9,3,3,7,1,9,40.6821300268651,40.7086777077533,1.14200280125086,1,0.342629206166564
sp1,9,3,3,8,1,9,46.3921440331194,45.9699197972405,2.00990997211921,1.7,0.37803129300534
sp1,9,3,3,9,1,9,56.4416938937155,57.20148820622,,1,0.440338502141036
sp1,9,4,,1,1,5,1.3098148462234,1.41408795046884,0.440987572142143,1,0.0985208520465851
sp1,9,4,,2,1,5,3.51475270693412,3.54858542517675,1.05448256703682,1.7,0.112191466782992
sp1,9,4,,3,1,5,8.78716554211821,8.79843898736085,0.996512985928232,1,0.144880426361133
sp1,9,4,,4,1,5,13.7697304717594,13.8685688472844,0.775623305105274,1,0.175772328924908
sp1,9,4,,5,1,5,17.6478469972857,17.6971115725641,2.00753030064485,1.7,0.199816651383172
sp1,9,4,,6,1,5,,,,1,
sp1,9,4,,7,1,5,,,,1,
sp1,9,4,,8,1,5,,,,1.7,
sp1,9,4,,9,1,5,,,,1,
sp1,9,5,,1,3,8,,,,1,
sp1,9,5,,2,3,8,,,,1.7,
sp1,9,5,,3,3,8,0.784350215619361,,0.370844598509429,1,
sp1,9,5,,4,3,8,2.63857320816651,2.69493658100006,0.695145086102411,1,0.106759153890632
sp1,9,5,,5,3,8,6.11429863867856,5.81820435050886,1.38569598157103,1.7,0.128308651559807
sp1,9,5,,6,3,8,13.0427785465337,13.0288159496912,0.931399473497936,1,0.171265226988509
sp1,9,5,5,7,3,8,17.6997759140234,17.7795091952016,1.49027203819254,1,0.200138610666945
sp1,9,5,5,8,3,8,25.1511361049861,19.0684059083022,1.74187331146185,1.7,4.64
sp1,9,5,,9,3,8,,,,1,
sp1,10,1,,1,8,9,,,,1,
sp1,10,1,,2,8,9,,,,1.7,
sp1,10,1,,3,8,9,,,,1,
sp1,10,1,,4,8,9,,,,1,
sp1,10,1,,5,8,9,,,,1.7,
sp1,10,1,,6,8,9,,,,1,
sp1,10,1,,7,8,9,,,,1,
sp1,10,1,,8,8,9,0.924299309069403,,0.668644219810657,1.7,
sp1,10,1,1,9,8,9,4.26752040812269,4.10603104337801,,1,0.116858626530361
sp1,10,2,,1,1,4,7.61451779283841,7.63002985313185,0.762059807490494,1,0.137610010315598
sp1,10,2,,2,1,4,11.4248168302909,11.5071228196247,1.27686295159112,1.7,0.161233864347803
sp1,10,2,,3,1,4,17.8091315882465,17.625400385364,0.399818417826329,1,0.200816615847128
sp1,10,2,,4,1,4,19.8082236773781,19.8191017201998,0.957536587993455,1,0.213210986799744
sp1,10,2,,5,1,4,,,,1.7,
sp1,10,2,,6,1,4,,,,1,
sp1,10,2,,7,1,4,,,,1,
sp1,10,2,,8,1,4,,,,1.7,
sp1,10,2,,9,1,4,,,,1,
sp1,10,3,,1,1,9,14.2310348206066,14.2559501235396,1.15418632502004,1,0.178632415887761
sp1,10,3,,2,1,9,20.0019664457068,20.0213424548099,1.457230797945,1.7,0.214412191963382
sp1,10,3,,3,1,9,27.2881204354318,27.5162621544785,0.891351610074633,1,0.259586346699677
sp1,10,3,,4,1,9,31.744878485805,31.4905771734084,1.53997620862194,1,0.287218246611991
sp1,10,3,,5,1,9,39.4447595289147,40.2281163183112,2.05805370023116,1.7,0.334957509079271
sp1,10,3,,6,1,9,49.7350280300705,49.6020960474768,0.628888538581551,1,0.398757173786437
sp1,10,3,3,7,1,9,52.8794707229783,52.995738205601,0.716032192532162,1,0.418252718482465
sp1,10,3,3,8,1,9,56.4596316856391,56.812260566119,1.27261200447208,1.7,0.440449716450962
sp1,10,3,3,9,1,9,62.8226917079994,61.7886627128794,,1,0.479900688589597
sp1,10,4,,1,1,9,5.62009661186451,5.83169643675978,0.787254137588894,1,0.12524459899356
sp1,10,4,,2,1,9,9.55636729980898,9.37434001837605,1.45911116442913,1.7,0.149649477258816
sp1,10,4,,3,1,9,16.8519231219546,17.0220657137777,1.12205205313688,1,0.194881923356119
sp1,10,4,,4,1,9,22.462183387639,22.5405587948941,0.992311616013942,1,0.229665537003362
sp1,10,4,,5,1,9,27.4237414677087,27.3223659483098,1.97665978145581,1.7,0.260427197099794
sp1,10,4,,6,1,9,37.3070403749878,36.7934109159061,0.689768651801916,1,0.321703650324924
sp1,10,4,4,7,1,9,40.7558836339974,43.4485390291283,0.633833486498516,1,4.64
sp1,10,4,4,8,1,9,43.92505106649,44.5117808657897,1.52238030887197,1.7,0.362735316612238
sp1,10,4,4,9,1,9,51.5369526108498,51.8013356850564,,1,0.409929106187269
sp2,11,1,,1,1,9,1.36439842457961,1.49022349846889,0.567244241043241,1,0.0988592702323936
sp2,11,1,,2,1,9,4.20061962979582,4.36451691165981,0.861724411154606,1,0.116443841704734
sp2,11,1,,3,1,9,8.50924168556885,8.67131413686799,0.837228715272199,1,0.143157298450527
