Species,Tag,OriginalStemID,TrueStemID,CensusID,BirthCensus,DeathCensus,DBH_true,DBH,AnnualGrowth,YearFactor,ObsSD
sp1,3,1,,4,1,9,16.6892838444807,17.3972454884364,0.996939870213643,1,0.4
sp1,3,1,,5,1,9,21.6739831955489,20.7230204253919,1.22057707336525,1,0.4
sp1,3,1,,6,1,9,27.7768685623752,28.005993174319,2.18420989024521,1,0.4
sp1,3,1,1,7,1,9,38.6979180136012,39.104817713235,1.55246207840099,1,0.4
sp1,3,1,1,8,1,9,46.4602284056062,46.207841258942,1.1951515641647,1,0.4
sp1,3,1,1,9,1,9,52.4359862264297,52.6137010469943,,1,0.4
sp1,3,2,,1,1,7,45.3992829746164,45.8424809910083,1.2227669832508,1,0.4
sp1,3,2,,2,1,7,51.5131178908704,51.3173047423855,0.792274671540478,1,0.4
sp1,3,2,,3,1,7,55.4744912485728,55.5922326039476,2.14642449225938,1,0.4
sp1,3,2,,4,1,7,66.2066137098697,66.2873486987852,0.761283230612645,1,0.4
sp1,3,2,,5,1,7,70.0130298629329,69.8421513083977,0.958444900260517,1,0.4
sp1,3,2,,6,1,7,74.8052543642355,74.9124955122346,1.89745411624768,1,0.4
sp1,3,2,2,7,1,7,84.2925249454739,83.8003525753044,1.8147239820256,1,0.4
sp1,3,2,,8,1,7,,,,1,
sp1,3,2,,9,1,7,,,,1,
sp1,3,3,,1,1,9,22.043383627361,21.131695793368,0.57514044376778,1,0.4
sp1,3,3,,2,1,9,24.9190858461999,25.0279689841721,0.905987005228153,1,0.4
sp1,3,3,,3,1,9,29.4490208723407,29.6694506201045,0.667049673770818,1,0.4
sp1,3,3,,4,1,9,32.7842692411948,32.9461710587156,1.35216597169304,1,0.4
sp1,3,3,,5,1,9,39.54509909966,39.3035659405101,2.02709321046418,1,0.4
sp1,3,3,,6,1,9,49.6805651519809,49.3117527499237,2.41637230462842,1,0.4
sp1,3,3,3,7,1,9,61.762426675123,61.9543909640466,0.864622362420427,1,0.4
sp1,3,3,3,8,1,9,66.0855384872251,66.1278911142635,1.98476995197508,1,0.4
sp1,3,3,3,9,1,9,76.0093882471005,75.5532370657799,,1,0.4
sp1,3,4,,1,5,9,,,,1,
sp1,3,4,,2,5,9,,,,1,
sp1,3,4,,3,5,9,,,,1,
sp1,3,4,,4,5,9,,,,1,
sp1,3,4,,5,5,9,0.849952960633354,,0.354362730482872,1,
sp1,3,4,,6,5,9,2.62176661304772,3.18093270324616,0.6354777420156,1,0.4
sp1,3,4,4,7,5,9,5.79915532312572,5.11600026673008,1.12150868873209,1,0.4
sp1,3,4,4,8,5,9,11.4066987667862,11.8259885254469,1.28076527397017,1,0.4
sp1,3,4,4,9,5,9,17.810525136637,18.4765021968402,,1,0.4
sp1,3,5,,1,7,9,,,,1,
sp1,3,5,,2,7,9,,,,1,
sp1,3,5,,3,7,9,,,,1,
sp1,3,5,,4,7,9,,,,1,
sp1,3,5,,5,7,9,,,,1,
sp1,3,5,,6,7,9,,,,1,
sp1,3,5,,7,7,9,0.652442802923075,,0.445634787905655,1,
sp1,3,5,5,8,7,9,2.88061674245135,3.71822961029107,0.697124105792049,1,0.4
sp1,3,5,5,9,7,9,6.36623727141159,6.59055210607215,,1,0.4
sp1,4,1,,1,1,9,4.29600156269851,3.80617400467171,0.834400479144845,1,0.4
sp1,4,1,,2,1,9,8.46800395842273,8.59508005087226,0.641759015648543,1,0.4
sp1,4,1,,3,1,9,11.6767990366654,11.2186198443911,1.22286936660945,1,0.4
sp1,4,1,,4,1,9,17.7911458697127,17.900720206486,1.32254603974949,1,0.4
sp1,4,1,,5,1,9,24.4038760684602,24.4852725359409,1.22277989285112,1,0.4
sp1,4,1,,6,1,9,30.5177755327158,31.1227204644468,1.18587321304816,1,0.4
sp1,4,1,1,7,1,9,36.4471415979566,36.3710586907737,1.26158722055102,1,0.4
sp1,4,1,1,8,1,9,42.7550777007117,43.0486705043543,0.899403556762189,1,0.4
sp1,4,1,1,9,1,9,47.2520954845227,47.6062709591393,,1,0.4
sp1,4,2,,1,1,9,41.5915469188153,42.0050467893957,1.97996397373826,1,0.4
sp1,4,2,,2,1,9,51.4913667875066,51.0550192827856,1.84352145539913,1,0.4
sp1,4,2,,3,1,9,60.7089740645023,60.7308911782913,1.30858712279139,1,0.4
sp1,4,2,,4,1,9,67.2519096784592,67.498809799548,1.29892016282078,1,0.4
sp1,4,2,,5,1,9,73.7465104925631,73.3193085454698,0.938155761804689,1,0.4
sp1,4,2,,6,1,9,78.4372893015866,79.0636150364099,3.0862317659086,1,0.4
sp1,4,2,2,7,1,9,93.8684481311296,93.4545249267355,1.61626831615192,1,0.4
sp1,4,2,2,8,1,9,101.949789711889,102.015597195292,1.84867337023079,1,0.4
sp1,4,2,2,9,1,9,111.193156563043,111.253889495185,,1,0.4
sp1,4,3,,1,1,6,9.40929468732362,9.62999140043812,1.20719846628048,1,0.4
sp1,4,3,,2,1,6,15.445287018726,14.5740003301662,0.976025669250069,1,0.4
sp1,4,3,,3,1,6,20.3254153649764,20.3624198212333,0.978043784013612,1,0.4
sp1,4,3,,4,1,6,25.2156342850444,24.9407944537461,0.984990171410821,1,0.4
sp1,4,3,,5,1,6,30.1405851420985,30.0005161311853,1.58300843100759,1,0.4
sp1,4,3,,6,1,6,38.0556272971365,38.2956005966058,1.06968661010152,1,0.4
sp1,4,3,,7,1,6,,,,1,
sp1,4,3,,8,1,6,,,,1,
sp1,4,3,,9,1,6,,,,1,
sp1,4,4,,1,1,9,30.3509953683231,30.1371487074437,1.36063203102372,1,0.4
sp1,4,4,,2,1,9,37.1541555234417,36.8247488328342,1.34879898886546,1,0.4
sp1,4,4,,3,1,9,43.898150467769,43.7929368748767,1.86146429643616,1,0.4
sp1,4,4,,4,1,9,53.2054719499498,53.1776312154056,1.48617612331653,1,0.4
sp1,4,4,,5,1,9,60.6363525665324,61.4330733324207,0.823599866950814,1,0.4
sp1,4,4,,6,1,9,64.7543519012865,64.3027080841914,1.67640906334085,1,0.4
sp1,4,4,4,7,1,9,73.1363972179907,72.6991102433808,2.28103654938027,1,0.4
sp1,4,4,4,8,1,9,84.5415799648921,84.378393288765,0,1,0.4
sp1,4,4,4,9,1,9,84.5415799648921,84.7766037502914,,1,0.4
sp1,4,5,,1,1,9,6.99707564043991,6.85252352432148,0.874035680715286,1,0.4
sp1,4,5,,2,1,9,11.3672540440163,11.0161145394814,0.950340529742009,1,0.4
sp1,4,5,,3,1,9,16.1189566927264,15.1996244759863,1.04292464912891,1,0.4
sp1,4,5,,4,1,9,21.3335799383709,21.3429738020463,1.23282420170398,1,0.4
sp1,4,5,,5,1,9,27.4977009468909,27.5188109831731,0.622587755983548,1,0.4
sp1,4,5,,6,1,9,30.6106397268086,32.1513429154019,0.508768155923258,1,0.4
sp1,4,5,5,7,1,9,33.1544805064249,33.8221132007299,1.32185046176656,1,0.4
sp1,4,5,5,8,1,9,39.7637328152577,40.0163375613639,1.31724830638547,1,0.4
sp1,4,5,5,9,1,9,46.349974347185,46.0235885560155,,1,0.4
sp1,4,6,,1,5,9,,,,1,
sp1,4,6,,2,5,9,,,,1,
sp1,4,6,,3,5,9,,,,1,
sp1,4,6,,4,5,9,,,,1,
sp1,4,6,,5,5,9,0.902283833555243,,0.305745080907989,1,
sp1,4,6,,6,5,9,2.43100923809519,2.71314864124321,0.643841834901216,1,0.4
sp1,4,6,6,7,5,9,5.65021841260126,5.24689351791941,0.669237261153267,1,0.4
sp1,4,6,6,8,5,9,8.9964047183676,9.47935330884187,0.933727194185646,1,0.4
sp1,4,6,6,9,5,9,13.6650406892958,13.6216413751471,,1,0.4
sp1,4,7,,1,1,9,16.8396134582027,17.1498609950345,1.87586789258856,1,0.4
sp1,4,7,,2,1,9,26.2189529211455,25.6481083799647,1.31132612932319,1,0.4
sp1,4,7,,3,1,9,32.7755835677614,32.362179033575,1.09395008915967,1,0.4
sp1,4,7,,4,1,9,38.2453340135598,37.6095519681231,1.1762582622028,1,0.4
sp1,4,7,,5,1,9,44.1266253245738,42.9872066166163,1.14307308166227,1,0.4
sp1,4,7,,6,1,9,49.8419907328852,50.3582843040022,0.302910739565555,1,0.4
sp1,4,7,7,7,1,9,51.3565444307129,51.159054881,1.58676678516634,1,0.4
sp1,4,7,7,8,1,9,59.2903783565446,59.4483666276271,2.13956225730647,1,0.4
sp1,4,7,7,9,1,9,69.988189643077,70.4608367843346,,1,0.4
sp1,5,1,,1,3,9,,,,1,
sp1,5,1,,2,3,9,,,,1,
sp1,5,1,,3,3,9,0.348351295931136,,0.368446539130078,1,
sp1,5,1,,4,3,9,2.19058399158153,1.74997446420086,0.916011771158202,1,0.4
sp1,5,1,,5,3,9,6.77064284737253,6.47721437581391,0.958048798111701,1,0.4
sp1,5,1,,6,3,9,11.560886837931,10.5992000186595,1.22196639404951,1,0.4
sp1,5,1,1,7,3,9,17.6707188081786,18.5933837991192,0.942768557305722,1,0.4
sp1,5,1,1,8,3,9,22.3845615947072,22.5405578758639,1.5882938318726,1,0.4
sp1,5,1,1,9,3,9,30.3260307540702,29.7817216449062,,1,0.4
sp1,5,2,,1,1,9,24.0913485746769,24.7821521079625,0.619382405060235,1,0.4
sp1,5,2,,2,1,9,27.1882605999781,26.1352575415399,0.977335665698995,1,0.4
sp1,5,2,,3,1,9,32.0749389284731,32.372383459597,0.472073954705467,1,0.4
sp1,5,2,,4,1,9,34.4353087020004,34.0543682574663,1.58286608364892,1,0.4
sp1,5,2,,5,1,9,42.349639120245,42.8121711863972,0,1,0.4
sp1,5,2,,6,1,9,42.349639120245,42.4879837899081,1.67731787491165,1,0.4
sp1,5,2,2,7,1,9,50.7362284948032,51.3142113636274,0.746417315329212,1,0.4
sp1,5,2,2,8,1,9,54.4683150714493,53.8752105491466,0.909006501792758,1,0.4
sp1,5,2,2,9,1,9,59.0133475804131,59.2112000994646,,1,0.4
sp1,5,3,,1,1,9,11.4477548324989,11.6251219135369,0.896316884704775,1,0.4
sp1,5,3,,2,1,9,15.9293392560228,16.2035673701787,0.992410717604655,1,0.4
sp1,5,3,,3,1,9,20.8913928440461,20.9865640584892,0.766069788314307,1,0.4
sp1,5,3,,4,1,9,24.7217417856176,24.8720768633527,1.73254917279587,1,0.4
sp1,5,3,,5,1,9,33.3844876495969,33.8385516965269,0.59115552858279,1,0.4
sp1,5,3,,6,1,9,36.3402652925109,36.295887229013,1.25270095695679,1,0.4
sp1,5,3,3,7,1,9,42.6037700772948,42.7601500719626,1.95738827872117,1,0.4
sp1,5,3,3,8,1,9,52.3907114709007,52.5508604344836,2.29219377263423,1,0.4
sp1,5,3,3,9,1,9,63.8516803340718,64.5793039420348,,1,0.4
sp1,5,4,,1,1,9,3.78094540843062,4.05687077799126,0.747443896092198,1,0.4
sp1,5,4,,2,1,9,7.51816488889161,7.49481963286091,0.874252723797218,1,0.4
sp1,5,4,,3,1,9,11.8894285078777,12.0004635391044,1.06974987403743,1,0.4
sp1,5,4,,4,1,9,17.2381778780648,16.8945720323012,1.18289454090177,1,0.4
sp1,5,4,,5,1,9,23.1526505825737,23.6348017489068,1.37826608113346,1,0.4
sp1,5,4,,6,1,9,30.043980988241,30.0103090016502,0.862614477699809,1,0.4
sp1,5,4,4,7,1,9,34.35705337674,34.178685393558,0.98783598071558,1,0.4
sp1,5,4,4,8,1,9,39.2962332803179,39.2655847312719,1.3048596431343,1,0.4
sp1,5,4,4,9,1,9,45.8205314959894,45.8510908479878,,1,0.4
sp1,5,5,,1,1,9,14.2264273486685,14.0045694365594,0.949756578210308,1,0.4
sp1,5,5,,2,1,9,18.97521023972,18.9236835896177,1.60534358044252,1,0.4
sp1,5,5,,3,1,9,27.0019281419326,27.2203089765048,1.15082918566443,1,0.4
sp1,5,5,,4,1,9,32.7560740702548,33.2882954748827,0.595196124277781,1,0.4
sp1,5,5,,5,1,9,35.7320546916437,36.0911132635027,1.64118413468521,1,0.4
sp1,5,5,,6,1,9,43.9379753650697,44.6295816137615,1.04695254498479,1,0.4
sp1,5,5,5,7,1,9,49.1727380899936,48.7223719875417,1.72289163933688,1,0.4
sp1,5,5,5,8,1,9,57.787196286678,57.3587554281708,2.4663156777737,1,0.4
sp1,5,5,5,9,1,9,70.1187746755465,70.2810360463072,,1,0.4
sp1,5,6,,1,1,9,45.4145933223299,45.925254555368,0.394286305876523,1,0.4
sp1,5,6,,2,1,9,47.3860248517125,46.8946098234166,1.28502605252677,1,0.4
sp1,5,6,,3,1,9,53.8111551143464,53.7823747055537,0.888947356162741,1,0.4
sp1,5,6,,4,1,9,58.2558918951601,58.5496751764852,2.35121727225868,1,0.4
sp1,5,6,,5,1,9,70.0119782564535,69.9264234242975,0.883965836921759,1,0.4
sp1,5,6,,6,1,9,74.4318074410623,74.3716503196152,0.903672257886743,1,0.4
sp1,5,6,6,7,1,9,78.950168730496,79.0003217009882,2.85849327137904,1,0.4
sp1,5,6,6,8,1,9,93.2426350873912,93.4137782962338,1.60234971888201,1,0.4
sp1,5,6,6,9,1,9,101.254383681801,101.418923953431,,1,0.4
sp1,6,1,,1,1,9,10.2453427772401,10.2611998281711,1.07025978449043,1,0.4
sp1,6,1,,2,1,9,15.5966416996923,15.3407484846793,1.47445224315265,1,0.4
sp1,6,1,,3,1,9,22.9689029154555,23.7827642030275,1.19158713773288,1,0.4
sp1,6,1,,4,1,9,28.9268386041199,28.7032795643644,1.57962358179391,1,0.4
sp1,6,1,,5,1,9,36.8249565130895,36.6826447488207,1.5257535812575,1,0.4
sp1,6,1,,6,1,9,44.453724419377,44.98349137552,0.391450760123388,1,0.4
sp1,6,1,1,7,1,9,46.4109782199939,46.4027293283023,1.67676360210941,1,0.4
sp1,6,1,1,8,1,9,54.794796230541,55.2620468014167,2.01400728034904,1,0.4
sp1,6,1,1,9,1,9,64.8648326322862,64.6218897839202,,1,0.4
sp1,6,2,,1,1,9,16.0439255064674,15.7738257588611,0.826507405700699,1,0.4
sp1,6,2,,2,1,9,20.1764625349709,20.3979168636802,0.742593862333212,1,0.4
sp1,6,2,,3,1,9,23.889431846637,24.1558199349721,1.02978239642911,1,0.4
sp1,6,2,,4,1,9,29.0383438287826,28.9766020881222,1.3777849075913,1,0.4
sp1,6,2,,5,1,9,35.9272683667391,36.5209527653785,0.838486478242672,1,0.4
sp1,6,2,,6,1,9,40.1197007579524,40.8000688497947,1.5802397275156,1,0.4
sp1,6,2,2,7,1,9,48.0208993955304,47.7267904994248,1.29189511328501,1,0.4
sp1,6,2,2,8,1,9,54.4803749619555,54.8204028679339,1.59878889042791,1,0.4
sp1,6,2,2,9,1,9,62.474319414095,62.8774519648322,,1,0.4
sp1,6,3,,1,1,9,7.73439636359179,7.60791997739711,0.729904426334146,1,0.4
sp1,6,3,,2,1,9,11.3839184952625,11.4874725659224,0.65938577960376,1,0.4
sp1,6,3,,3,1,9,14.6808473932813,14.1807225691999,1.05078685482648,1,0.4
sp1,6,3,,4,1,9,19.9347816674137,19.8296237301193,1.94837718681556,1,0.4
sp1,6,3,,5,1,9,29.6766676014915,29.7012625776777,1.65164579287207,1,0.4
sp1,6,3,,6,1,9,37.9348965658519,37.7989095705806,0.499316277894064,1,0.4
sp1,6,3,3,7,1,9,40.4314779553222,41.24199557986,0.378074464835209,1,0.4
sp1,6,3,3,8,1,9,42.3218502794982,41.6071460191157,1.72006979467445,1,0.4
sp1,6,3,3,9,1,9,50.9221992528705,50.8800438866137,,1,0.4
sp1,7,1,,1,5,9,,,,1,
sp1,7,1,,2,5,9,,,,1,
sp1,7,1,,3,5,9,,,,1,
sp1,7,1,,4,5,9,,,,1,
sp1,7,1,,5,5,9,0.449001389064252,,0.404741285904116,1,
sp1,7,1,,6,5,9,2.47270781858483,2.55053038436342,0.640479866080991,1,0.4
sp1,7,1,1,7,5,9,5.67510714898979,5.02701503529441,0.724873425368175,1,0.4
sp1,7,1,1,8,5,9,9.29947427583066,9.08244606486137,0.770724366748909,1,0.4
sp1,7,1,1,9,5,9,13.1530961095752,13.6200636457652,,1,0.4
sp1,7,2,,1,1,9,0.888360294492725,,0.342400919812601,1,
sp1,7,2,,2,1,9,2.60036489355573,2.25767456451414,0.680307706889246,1,0.4
sp1,7,2,,3,1,9,6.00190342800196,5.82558685526973,0.956279488753905,1,0.4
sp1,7,2,,4,1,9,10.7833008717715,10.1937948372598,0.961335071992629,1,0.4
sp1,7,2,,5,1,9,15.5899762317346,15.4843059048579,1.19100364464528,1,0.4
sp1,7,2,,6,1,9,21.544994454961,21.7408902464568,1.45698720657941,1,0.4
sp1,7,2,2,7,1,9,28.8299304878581,28.4752724242159,1.25698558209907,1,0.4
sp1,7,2,2,8,1,9,35.1148583983534,35.0334919086153,1.74368755848616,1,0.4
sp1,7,2,2,9,1,9,43.8332961907843,43.9117123593129,,1,0.4
sp1,7,3,,1,5,9,,,,1,
sp1,7,3,,2,5,9,,,,1,
sp1,7,3,,3,5,9,,,,1,
sp1,7,3,,4,5,9,,,,1,
sp1,7,3,,5,5,9,0.426881875232315,,0.377436414047321,1,
sp1,7,3,,6,5,9,2.31406394546892,2.35620450626098,0.532421341981473,1,0.4
sp1,7,3,3,7,5,9,4.97617065537628,5.35258052174857,0.870308504424246,1,0.4
sp1,7,3,3,8,5,9,9.32771317749751,9.40150936374721,1.22410119638862,1,0.4
sp1,7,3,3,9,5,9,15.4482191594406,15.6475568496676,,1,0.4
sp1,7,4,,1,8,9,,,,1,
sp1,7,4,,2,8,9,,,,1,
sp1,7,4,,3,8,9,,,,1,
sp1,7,4,,4,8,9,,,,1,
sp1,7,4,,5,8,9,,,,1,
sp1,7,4,,6,8,9,,,,1,
sp1,7,4,,7,8,9,,,,1,
sp1,7,4,,8,8,9,0.863936493080608,,0.502419050978468,1,
sp1,7,4,4,9,8,9,3.37603174797295,3.7608037792324,,1,0.4
sp1,8,1,,1,1,9,19.9880340837177,20.4226908706465,0.950789034847963,1,0.4
sp1,8,1,,2,1,9,24.7419792579575,24.608057025805,0.892065763550868,1,0.4
sp1,8,1,,3,1,9,29.2023080757118,29.1871717941518,0.626071866069055,1,0.4
sp1,8,1,,4,1,9,32.3326674060571,32.8849039380141,1.27931811080216,1,0.4
sp1,8,1,,5,1,9,38.7292579600679,39.4723864570347,0.766940622213517,1,0.4
sp1,8,1,,6,1,9,42.5639610711355,42.5427809840105,0.111943991738295,1,0.4
sp1,8,1,1,7,1,9,43.123681029827,43.257015510139,0.397457842821963,1,0.4
sp1,8,1,1,8,1,9,45.1109702439368,45.6346093167513,0.651815944209634,1,0.4
sp1,8,1,1,9,1,9,48.370049964985,48.3002650670463,,1,0.4
sp1,8,2,,1,8,9,,,,1,
sp1,8,2,,2,8,9,,,,1,
sp1,8,2,,3,8,9,,,,1,
sp1,8,2,,4,8,9,,,,1,
sp1,8,2,,5,8,9,,,,1,
sp1,8,2,,6,8,9,,,,1,
sp1,8,2,,7,8,9,,,,1,
sp1,8,2,,8,8,9,0.590632990968274,,0.413389746497204,1,
sp1,8,2,2,9,8,9,2.65758172345429,3.06528456471905,,1,0.4
sp1,8,3,,1,1,9,41.3104778675966,42.2454893966696,0.873334957303645,1,0.4
sp1,8,3,,2,1,9,45.6771526541148,45.4386174305448,1.26309501716169,1,0.4
sp1,8,3,,3,1,9,51.9926277399233,50.8375758083037,1.61650221797245,1,0.4
sp1,8,3,,4,1,9,60.0751388297855,60.6239729501341,1.38412355054853,1,0.4
sp1,8,3,,5,1,9,66.9957565825282,66.7562956298566,1.57299024088234,1,0.4
sp1,8,3,,6,1,9,74.8607077869398,75.0978881540837,1.57697447940611,1,0.4
sp1,8,3,3,7,1,9,82.7455801839704,82.8358770118917,0.205985441968988,1,0.4
sp1,8,3,3,8,1,9,83.7755073938153,84.2140322186706,1.56562448106976,1,0.4
sp1,8,3,3,9,1,9,91.6036297991641,91.2423233895948,,1,0.4
sp1,8,4,,1,4,9,,,,1,
sp1,8,4,,2,4,9,,,,1,
sp1,8,4,,3,4,9,,,,1,
sp1,8,4,,4,4,9,0.928944026392437,,0.42141290779489,1,
sp1,8,4,,5,4,9,3.03600856536689,2.78473050946186,0.606621456306899,1,0.4
sp1,8,4,,6,4,9,6.06911584690138,6.75092154381546,0.863766822186598,1,0.4
sp1,8,4,4,7,4,9,10.3879499578344,10.3539035362165,1.04153587256689,1,0.4
sp1,8,4,4,8,4,9,15.5956293206688,16.4271127308387,1.79776928091428,1,0.4
sp1,8,4,4,9,4,9,24.5844757252402,24.6038561828359,,1,0.4
sp1,9,1,,1,1,9,6.01628813181283,5.80574890026878,0.753844718529293,1,0.4
sp1,9,1,,2,1,9,9.78551172445929,9.18517659473059,0.683475294244812,1,0.4
sp1,9,1,,3,1,9,13.2028881956834,14.053829719912,1.37459258272508,1,0.4
sp1,9,1,,4,1,9,20.0758511093087,20.3969525830178,1.14147599756344,1,0.4
sp1,9,1,,5,1,9,25.783231097126,26.2515024787739,1.30834846622124,1,0.4
sp1,9,1,,6,1,9,32.3249734282322,32.3848833206854,1.40314148193814,1,0.4
